job_id,resume_id,job_text,resume_text,skills_text,education_text,experience_text,certifications_text,gender,race,label_relevant,full_similarity,skills_similarity,education_similarity,experience_similarity,certifications_similarity,baseline_rank,selected_top_k
JOB002,R1325,"job title: software engineer company: innovatesoft about the role: we are looking for a talented software engineer to build scalable backend systems and contribute to our microservices architecture. responsibilities: - design and implement restful apis - write clean, testable code with good documentation - participate in code reviews and agile ceremonies - collaborate with devops for ci/cd pipelines requirements: skills - strong programming skills in python or java - experience with rest apis and microservices - familiarity with docker and containerisation - version control with git - sql and database design education - bsc in computer science, software engineering or equivalent experience - 1-3 years in a software development role - agile/scrum experience preferred certifications - aws or azure certification is a plus","jessica johnson email: r1325@email.com skills rest apis, git, mongodb, node.js, python, agile, java, sql, tableau, docker education bsc statistics, university of leeds (2012) work experience backend developer at gamma digital (2016-2019): applied java and sql to deliver projects. | data analyst at acme digital (2016-2019): applied sql and python to deliver projects. certifications aws certified developer","rest apis, git, mongodb, node.js, python, agile, java, sql, tableau, docker","bsc statistics, university of leeds (2012)",backend developer at gamma digital (2016-2019): applied java and sql to deliver projects. | data analyst at acme digital (2016-2019): applied sql and python to deliver projects.,aws certified developer,Female,White,1,0.67548203,0.43681538,0.1964515,0.41929388,0.5608555,6.0,1
JOB002,R1106,"job title: software engineer company: innovatesoft about the role: we are looking for a talented software engineer to build scalable backend systems and contribute to our microservices architecture. responsibilities: - design and implement restful apis - write clean, testable code with good documentation - participate in code reviews and agile ceremonies - collaborate with devops for ci/cd pipelines requirements: skills - strong programming skills in python or java - experience with rest apis and microservices - familiarity with docker and containerisation - version control with git - sql and database design education - bsc in computer science, software engineering or equivalent experience - 1-3 years in a software development role - agile/scrum experience preferred certifications - aws or azure certification is a plus","olivia williams email: r1106@email.com skills java, agile, bigquery, aws, docker, deep learning, python, django education bsc statistics, university of warwick (2016) work experience backend developer at cloudbase ltd (2015-2017): applied aws and bigquery to deliver projects. | data analyst at nexgen analytics (2016-2019): applied python and docker to deliver projects. certifications oracle certified java programmer","java, agile, bigquery, aws, docker, deep learning, python, django","bsc statistics, university of warwick (2016)",backend developer at cloudbase ltd (2015-2017): applied aws and bigquery to deliver projects. | data analyst at nexgen analytics (2016-2019): applied python and docker to deliver projects.,oracle certified java programmer,Female,Black,1,0.67466795,0.4756242,0.25023854,0.49133018,0.38875365,7.0,1
JOB002,R0092,"job title: software engineer company: innovatesoft about the role: we are looking for a talented software engineer to build scalable backend systems and contribute to our microservices architecture. responsibilities: - design and implement restful apis - write clean, testable code with good documentation - participate in code reviews and agile ceremonies - collaborate with devops for ci/cd pipelines requirements: skills - strong programming skills in python or java - experience with rest apis and microservices - familiarity with docker and containerisation - version control with git - sql and database design education - bsc in computer science, software engineering or equivalent experience - 1-3 years in a software development role - agile/scrum experience preferred certifications - aws or azure certification is a plus","emma martin email: r0092@email.com skills gcp, agile, git, sql, docker, nlp, rest apis, java, react, python education ba business information systems, university of warwick (2024) work experience devops engineer at starline systems (2021-2024): applied agile and agile to deliver projects. | software engineer at vertex solutions (2022-2025): applied agile and nlp to deliver projects. | systems analyst at betaworks (2020-2022): applied git and gcp to deliver projects. certifications none","gcp, agile, git, sql, docker, nlp, rest apis, java, react, python","ba business information systems, university of warwick (2024)",devops engineer at starline systems (2021-2024): applied agile and agile to deliver projects. | software engineer at vertex solutions (2022-2025): applied agile and nlp to deliver projects. | systems analyst at betaworks (2020-2022): applied git and gcp to deliver projects.,,Female,White,1,0.6726252,0.45507735,0.31928998,0.5566868,0.0984991,8.0,1
JOB002,R0383,"job title: software engineer company: innovatesoft about the role: we are looking for a talented software engineer to build scalable backend systems and contribute to our microservices architecture. responsibilities: - design and implement restful apis - write clean, testable code with good documentation - participate in code reviews and agile ceremonies - collaborate with devops for ci/cd pipelines requirements: skills - strong programming skills in python or java - experience with rest apis and microservices - familiarity with docker and containerisation - version control with git - sql and database design education - bsc in computer science, software engineering or equivalent experience - 1-3 years in a software development role - agile/scrum experience preferred certifications - aws or azure certification is a plus","william adeyemi email: r0383@email.com skills kafka, docker, system design, rest apis, sql, bigquery, terraform, agile, big data, git, feature engineering education bsc computer science, king's college london (2024) work experience data analyst at techcorp ltd (2019-2021): applied feature engineering and rest apis to deliver projects. certifications google cloud professional","kafka, docker, system design, rest apis, sql, bigquery, terraform, agile, big data, git, feature engineering","bsc computer science, king's college london (2024)",data analyst at techcorp ltd (2019-2021): applied feature engineering and rest apis to deliver projects.,google cloud professional,Male,White,1,0.6705456,0.509138,0.27332658,0.4397155,0.31364226,9.0,1
JOB002,R1215,"job title: software engineer company: innovatesoft about the role: we are looking for a talented software engineer to build scalable backend systems and contribute to our microservices architecture. responsibilities: - design and implement restful apis - write clean, testable code with good documentation - participate in code reviews and agile ceremonies - collaborate with devops for ci/cd pipelines requirements: skills - strong programming skills in python or java - experience with rest apis and microservices - familiarity with docker and containerisation - version control with git - sql and database design education - bsc in computer science, software engineering or equivalent experience - 1-3 years in a software development role - agile/scrum experience preferred certifications - aws or azure certification is a plus","olivia harris email: r1215@email.com skills docker, system design, agile, sql, kafka, tableau, rest apis, java, git, python education bsc statistics, northumbria university (2023) work experience qa engineer at betaworks (2022-2023): applied git and sql to deliver projects. certifications certified ethical hacker, google cloud professional","docker, system design, agile, sql, kafka, tableau, rest apis, java, git, python","bsc statistics, northumbria university (2023)",qa engineer at betaworks (2022-2023): applied git and sql to deliver projects.,"certified ethical hacker, google cloud professional",Female,White,1,0.670254,0.4858907,0.2153391,0.4730741,0.38154757,10.0,1
JOB002,R0117,"job title: software engineer company: innovatesoft about the role: we are looking for a talented software engineer to build scalable backend systems and contribute to our microservices architecture. responsibilities: - design and implement restful apis - write clean, testable code with good documentation - participate in code reviews and agile ceremonies - collaborate with devops for ci/cd pipelines requirements: skills - strong programming skills in python or java - experience with rest apis and microservices - familiarity with docker and containerisation - version control with git - sql and database design education - bsc in computer science, software engineering or equivalent experience - 1-3 years in a software development role - agile/scrum experience preferred certifications - aws or azure certification is a plus","wei walker email: r0117@email.com skills python, docker, git, sql, node.js, etl education bsc statistics, northumbria university (2020) work experience software engineer at cloudbase ltd (2021-2023): applied etl and docker to deliver projects. | devops engineer at globaltech systems (2015-2017): applied etl and etl to deliver projects. | software engineer at quantum analytics (2017-2019): applied node.js and sql to deliver projects. certifications comptia security+","python, docker, git, sql, node.js, etl","bsc statistics, northumbria university (2020)",software engineer at cloudbase ltd (2021-2023): applied etl and docker to deliver projects. | devops engineer at globaltech systems (2015-2017): applied etl and etl to deliver projects. | software engineer at quantum analytics (2017-2019): applied node.js and sql to deliver projects.,comptia security+,Male,White,1,0.66705114,0.394829,0.21416381,0.5727898,0.13649997,11.0,0
JOB002,R0354,"job title: software engineer company: innovatesoft about the role: we are looking for a talented software engineer to build scalable backend systems and contribute to our microservices architecture. responsibilities: - design and implement restful apis - write clean, testable code with good documentation - participate in code reviews and agile ceremonies - collaborate with devops for ci/cd pipelines requirements: skills - strong programming skills in python or java - experience with rest apis and microservices - familiarity with docker and containerisation - version control with git - sql and database design education - bsc in computer science, software engineering or equivalent experience - 1-3 years in a software development role - agile/scrum experience preferred certifications - aws or azure certification is a plus","liam chen email: r0354@email.com skills docker, pytorch, agile, big data, java, rest apis education bsc mathematics, university of birmingham (2019) work experience devops engineer at vertex solutions (2020-2021): applied java and rest apis to deliver projects. | qa engineer at betaworks (2017-2018): applied docker and docker to deliver projects. | software engineer at nexgen analytics (2016-2018): applied agile and java to deliver projects. certifications none","docker, pytorch, agile, big data, java, rest apis","bsc mathematics, university of birmingham (2019)",devops engineer at vertex solutions (2020-2021): applied java and rest apis to deliver projects. | qa engineer at betaworks (2017-2018): applied docker and docker to deliver projects. | software engineer at nexgen analytics (2016-2018): applied agile and java to deliver projects.,,Male,White,1,0.66351616,0.44134852,0.25375193,0.5529868,0.0984991,12.0,0
JOB002,R0008,"job title: software engineer company: innovatesoft about the role: we are looking for a talented software engineer to build scalable backend systems and contribute to our microservices architecture. responsibilities: - design and implement restful apis - write clean, testable code with good documentation - participate in code reviews and agile ceremonies - collaborate with devops for ci/cd pipelines requirements: skills - strong programming skills in python or java - experience with rest apis and microservices - familiarity with docker and containerisation - version control with git - sql and database design education - bsc in computer science, software engineering or equivalent experience - 1-3 years in a software development role - agile/scrum experience preferred certifications - aws or azure certification is a plus","kevin perez email: r0008@email.com skills unit testing, django, rest apis, git education ba business information systems, university of edinburgh (2011) work experience data engineer at alphatech (2017-2019): applied git and rest apis to deliver projects. certifications aws certified developer, microsoft azure fundamentals, tableau desktop specialist","unit testing, django, rest apis, git","ba business information systems, university of edinburgh (2011)",data engineer at alphatech (2017-2019): applied git and rest apis to deliver projects.,"aws certified developer, microsoft azure fundamentals, tableau desktop specialist",Male,White,0,0.6605766,0.2612417,0.2639628,0.45650166,0.5485188,13.0,0
JOB002,R0769,"job title: software engineer company: innovatesoft about the role: we are looking for a talented software engineer to build scalable backend systems and contribute to our microservices architecture. responsibilities: - design and implement restful apis - write clean, testable code with good documentation - participate in code reviews and agile ceremonies - collaborate with devops for ci/cd pipelines requirements: skills - strong programming skills in python or java - experience with rest apis and microservices - familiarity with docker and containerisation - version control with git - sql and database design education - bsc in computer science, software engineering or equivalent experience - 1-3 years in a software development role - agile/scrum experience preferred certifications - aws or azure certification is a plus","michael osei email: r0769@email.com skills computer vision, docker, rest apis, elasticsearch, agile, sql, github actions, python, java, git education ba business information systems, king's college london (2017) work experience junior developer at cloudbase ltd (2017-2018): applied rest apis and rest apis to deliver projects. | software engineer at starline systems (2016-2019): applied python and sql to deliver projects. certifications oracle certified java programmer, comptia security+","computer vision, docker, rest apis, elasticsearch, agile, sql, github actions, python, java, git","ba business information systems, king's college london (2017)",junior developer at cloudbase ltd (2017-2018): applied rest apis and rest apis to deliver projects. | software engineer at starline systems (2016-2019): applied python and sql to deliver projects.,"oracle certified java programmer, comptia security+",Male,White,1,0.6581514,0.47217232,0.24938895,0.48037958,0.34681875,14.0,0
JOB002,R0772,"job title: software engineer company: innovatesoft about the role: we are looking for a talented software engineer to build scalable backend systems and contribute to our microservices architecture. responsibilities: - design and implement restful apis - write clean, testable code with good documentation - participate in code reviews and agile ceremonies - collaborate with devops for ci/cd pipelines requirements: skills - strong programming skills in python or java - experience with rest apis and microservices - familiarity with docker and containerisation - version control with git - sql and database design education - bsc in computer science, software engineering or equivalent experience - 1-3 years in a software development role - agile/scrum experience preferred certifications - aws or azure certification is a plus","john miller email: r0772@email.com skills ansible, java, git, agile, bigquery, docker education ba business information systems, coventry university (2012) work experience full stack developer at starline systems (2017-2018): applied java and docker to deliver projects. | data engineer at innovatesoft (2022-2023): applied git and bigquery to deliver projects. | machine learning engineer at quantum analytics (2022-2025): applied git and bigquery to deliver projects. certifications agile scrum master","ansible, java, git, agile, bigquery, docker","ba business information systems, coventry university (2012)",full stack developer at starline systems (2017-2018): applied java and docker to deliver projects. | data engineer at innovatesoft (2022-2023): applied git and bigquery to deliver projects. | machine learning engineer at quantum analytics (2022-2025): applied git and bigquery to deliver projects.,agile scrum master,Male,White,1,0.6530465,0.44385427,0.25998014,0.521888,0.40476924,15.0,0
JOB002,R0933,"job title: software engineer company: innovatesoft about the role: we are looking for a talented software engineer to build scalable backend systems and contribute to our microservices architecture. responsibilities: - design and implement restful apis - write clean, testable code with good documentation - participate in code reviews and agile ceremonies - collaborate with devops for ci/cd pipelines requirements: skills - strong programming skills in python or java - experience with rest apis and microservices - familiarity with docker and containerisation - version control with git - sql and database design education - bsc in computer science, software engineering or equivalent experience - 1-3 years in a software development role - agile/scrum experience preferred certifications - aws or azure certification is a plus","robert zhang email: r0933@email.com skills c++, numpy, hadoop, unit testing, rest apis, github actions, sql, git, java education beng information technology, northumbria university (2014) work experience junior developer at starline systems (2017-2019): applied hadoop and sql to deliver projects. | backend developer at acme digital (2022-2024): applied hadoop and sql to deliver projects. | backend developer at nexgen analytics (2015-2017): applied git and java to deliver projects. certifications aws machine learning specialty","c++, numpy, hadoop, unit testing, rest apis, github actions, sql, git, java","beng information technology, northumbria university (2014)",junior developer at starline systems (2017-2019): applied hadoop and sql to deliver projects. | backend developer at acme digital (2022-2024): applied hadoop and sql to deliver projects. | backend developer at nexgen analytics (2015-2017): applied git and java to deliver projects.,aws machine learning specialty,Male,White,1,0.6511572,0.3805473,0.233239,0.47460896,0.45766932,16.0,0
JOB002,R1272,"job title: software engineer company: innovatesoft about the role: we are looking for a talented software engineer to build scalable backend systems and contribute to our microservices architecture. responsibilities: - design and implement restful apis - write clean, testable code with good documentation - participate in code reviews and agile ceremonies - collaborate with devops for ci/cd pipelines requirements: skills - strong programming skills in python or java - experience with rest apis and microservices - familiarity with docker and containerisation - version control with git - sql and database design education - bsc in computer science, software engineering or equivalent experience - 1-3 years in a software development role - agile/scrum experience preferred certifications - aws or azure certification is a plus","aisha diallo email: r1272@email.com skills nlp, git, python, sql, tensorflow, bash, pandas, docker, javascript, react education bsc software engineering, university of warwick (2024) work experience data analyst at quantum analytics (2017-2020): applied javascript and tensorflow to deliver projects. | data engineer at globaltech systems (2021-2023): applied pandas and javascript to deliver projects. certifications aws machine learning specialty, microsoft azure fundamentals, aws certified developer","nlp, git, python, sql, tensorflow, bash, pandas, docker, javascript, react","bsc software engineering, university of warwick (2024)",data analyst at quantum analytics (2017-2020): applied javascript and tensorflow to deliver projects. | data engineer at globaltech systems (2021-2023): applied pandas and javascript to deliver projects.,"aws machine learning specialty, microsoft azure fundamentals, aws certified developer",Female,White,1,0.6455616,0.29092124,0.42936397,0.37070173,0.5900201,17.0,0
JOB002,R0715,"job title: software engineer company: innovatesoft about the role: we are looking for a talented software engineer to build scalable backend systems and contribute to our microservices architecture. responsibilities: - design and implement restful apis - write clean, testable code with good documentation - participate in code reviews and agile ceremonies - collaborate with devops for ci/cd pipelines requirements: skills - strong programming skills in python or java - experience with rest apis and microservices - familiarity with docker and containerisation - version control with git - sql and database design education - bsc in computer science, software engineering or equivalent experience - 1-3 years in a software development role - agile/scrum experience preferred certifications - aws or azure certification is a plus","mary wang email: r0715@email.com skills aws, postgresql, typescript, sql, jenkins, git, rest apis, java, docker education bsc statistics, coventry university (2016) work experience backend developer at techcorp ltd (2022-2023): applied docker and docker to deliver projects. | software engineer at globaltech systems (2015-2018): applied git and jenkins to deliver projects. certifications pmp project management","aws, postgresql, typescript, sql, jenkins, git, rest apis, java, docker","bsc statistics, coventry university (2016)",backend developer at techcorp ltd (2022-2023): applied docker and docker to deliver projects. | software engineer at globaltech systems (2015-2018): applied git and jenkins to deliver projects.,pmp project management,Female,White,1,0.64371777,0.47222698,0.18693188,0.47304672,0.1593095,18.0,0
JOB002,R1599,"job title: software engineer company: innovatesoft about the role: we are looking for a talented software engineer to build scalable backend systems and contribute to our microservices architecture. responsibilities: - design and implement restful apis - write clean, testable code with good documentation - participate in code reviews and agile ceremonies - collaborate with devops for ci/cd pipelines requirements: skills - strong programming skills in python or java - experience with rest apis and microservices - familiarity with docker and containerisation - version control with git - sql and database design education - bsc in computer science, software engineering or equivalent experience - 1-3 years in a software development role - agile/scrum experience preferred certifications - aws or azure certification is a plus","olivia moore email: r1599@email.com skills azure, docker, hadoop, git, kafka education msc artificial intelligence, university of birmingham (2020) work experience backend developer at nexgen analytics (2022-2025): applied git and git to deliver projects. certifications tableau desktop specialist, tensorflow developer certificate","azure, docker, hadoop, git, kafka","msc artificial intelligence, university of birmingham (2020)",backend developer at nexgen analytics (2022-2025): applied git and git to deliver projects.,"tableau desktop specialist, tensorflow developer certificate",Female,White,0,0.6397574,0.42369497,0.22438148,0.3890642,0.31077135,19.0,0
JOB002,R1099,"job title: software engineer company: innovatesoft about the role: we are looking for a talented software engineer to build scalable backend systems and contribute to our microservices architecture. responsibilities: - design and implement restful apis - write clean, testable code with good documentation - participate in code reviews and agile ceremonies - collaborate with devops for ci/cd pipelines requirements: skills - strong programming skills in python or java - experience with rest apis and microservices - familiarity with docker and containerisation - version control with git - sql and database design education - bsc in computer science, software engineering or equivalent experience - 1-3 years in a software development role - agile/scrum experience preferred certifications - aws or azure certification is a plus","linda rodriguez email: r1099@email.com skills docker, typescript, ci/cd, java, numpy education msc computer science, northumbria university (2017) work experience systems analyst at gamma digital (2022-2023): applied typescript and java to deliver projects. | devops engineer at cloudbase ltd (2017-2020): applied docker and numpy to deliver projects. | data engineer at innovatesoft (2016-2017): applied java and numpy to deliver projects. certifications certified ethical hacker, aws solutions architect","docker, typescript, ci/cd, java, numpy","msc computer science, northumbria university (2017)",systems analyst at gamma digital (2022-2023): applied typescript and java to deliver projects. | devops engineer at cloudbase ltd (2017-2020): applied docker and numpy to deliver projects. | data engineer at innovatesoft (2016-2017): applied java and numpy to deliver projects.,"certified ethical hacker, aws solutions architect",Female,White,0,0.6365289,0.2641924,0.19117855,0.46728382,0.52239835,20.0,0
JOB002,R0192,"job title: software engineer company: innovatesoft about the role: we are looking for a talented software engineer to build scalable backend systems and contribute to our microservices architecture. responsibilities: - design and implement restful apis - write clean, testable code with good documentation - participate in code reviews and agile ceremonies - collaborate with devops for ci/cd pipelines requirements: skills - strong programming skills in python or java - experience with rest apis and microservices - familiarity with docker and containerisation - version control with git - sql and database design education - bsc in computer science, software engineering or equivalent experience - 1-3 years in a software development role - agile/scrum experience preferred certifications - aws or azure certification is a plus","oliver osei email: r0192@email.com skills python, rest apis, big data, javascript, mongodb, tensorflow, agile, airflow, r, sql education ba business information systems, university of sheffield (2018) work experience full stack developer at techcorp ltd (2021-2024): applied sql and airflow to deliver projects. certifications google cloud professional, certified kubernetes administrator","python, rest apis, big data, javascript, mongodb, tensorflow, agile, airflow, r, sql","ba business information systems, university of sheffield (2018)",full stack developer at techcorp ltd (2021-2024): applied sql and airflow to deliver projects.,"google cloud professional, certified kubernetes administrator",Male,White,1,0.63557744,0.41082263,0.28107285,0.47161984,0.40971446,21.0,0
JOB002,R1398,"job title: software engineer company: innovatesoft about the role: we are looking for a talented software engineer to build scalable backend systems and contribute to our microservices architecture. responsibilities: - design and implement restful apis - write clean, testable code with good documentation - participate in code reviews and agile ceremonies - collaborate with devops for ci/cd pipelines requirements: skills - strong programming skills in python or java - experience with rest apis and microservices - familiarity with docker and containerisation - version control with git - sql and database design education - bsc in computer science, software engineering or equivalent experience - 1-3 years in a software development role - agile/scrum experience preferred certifications - aws or azure certification is a plus","olivia thomas email: r1398@email.com skills agile, javascript, r, sql education bsc data science, university of greenwich (2024) work experience qa engineer at quantum analytics (2015-2017): applied sql and agile to deliver projects. | systems analyst at nexgen analytics (2019-2022): applied r and r to deliver projects. certifications google cloud professional, aws solutions architect","agile, javascript, r, sql","bsc data science, university of greenwich (2024)",qa engineer at quantum analytics (2015-2017): applied sql and agile to deliver projects. | systems analyst at nexgen analytics (2019-2022): applied r and r to deliver projects.,"google cloud professional, aws solutions architect",Female,White,0,0.62935644,0.32496816,0.25545108,0.4528873,0.4997003,22.0,0
JOB002,R0590,"job title: software engineer company: innovatesoft about the role: we are looking for a talented software engineer to build scalable backend systems and contribute to our microservices architecture. responsibilities: - design and implement restful apis - write clean, testable code with good documentation - participate in code reviews and agile ceremonies - collaborate with devops for ci/cd pipelines requirements: skills - strong programming skills in python or java - experience with rest apis and microservices - familiarity with docker and containerisation - version control with git - sql and database design education - bsc in computer science, software engineering or equivalent experience - 1-3 years in a software development role - agile/scrum experience preferred certifications - aws or azure certification is a plus","james patel email: r0590@email.com skills tableau, aws, sql, docker education bsc statistics, university of leeds (2021) work experience software engineer at alphatech (2017-2020): applied aws and tableau to deliver projects. | junior developer at byteforge (2019-2021): applied tableau and sql to deliver projects. | machine learning engineer at starline systems (2019-2021): applied docker and docker to deliver projects. certifications microsoft azure fundamentals, databricks certified associate, tensorflow developer certificate","tableau, aws, sql, docker","bsc statistics, university of leeds (2021)",software engineer at alphatech (2017-2020): applied aws and tableau to deliver projects. | junior developer at byteforge (2019-2021): applied tableau and sql to deliver projects. | machine learning engineer at starline systems (2019-2021): applied docker and docker to deliver projects.,"microsoft azure fundamentals, databricks certified associate, tensorflow developer certificate",Male,White,0,0.62711287,0.31894058,0.22843704,0.5041016,0.5139254,23.0,0
JOB002,R1248,"job title: software engineer company: innovatesoft about the role: we are looking for a talented software engineer to build scalable backend systems and contribute to our microservices architecture. responsibilities: - design and implement restful apis - write clean, testable code with good documentation - participate in code reviews and agile ceremonies - collaborate with devops for ci/cd pipelines requirements: skills - strong programming skills in python or java - experience with rest apis and microservices - familiarity with docker and containerisation - version control with git - sql and database design education - bsc in computer science, software engineering or equivalent experience - 1-3 years in a software development role - agile/scrum experience preferred certifications - aws or azure certification is a plus","aisha walker email: r1248@email.com skills numpy, java, git, sql, etl, python, deep learning, hadoop, jenkins, docker education bsc cybersecurity, northumbria university (2010) work experience qa engineer at starline systems (2016-2019): applied deep learning and git to deliver projects. | machine learning engineer at prismdata ltd (2015-2018): applied deep learning and java to deliver projects. certifications databricks certified associate, aws certified developer","numpy, java, git, sql, etl, python, deep learning, hadoop, jenkins, docker","bsc cybersecurity, northumbria university (2010)",qa engineer at starline systems (2016-2019): applied deep learning and git to deliver projects. | machine learning engineer at prismdata ltd (2015-2018): applied deep learning and java to deliver projects.,"databricks certified associate, aws certified developer",Female,Other,1,0.62549555,0.43136412,0.2418244,0.45110768,0.48390725,24.0,0
JOB002,R0466,"job title: software engineer company: innovatesoft about the role: we are looking for a talented software engineer to build scalable backend systems and contribute to our microservices architecture. responsibilities: - design and implement restful apis - write clean, testable code with good documentation - participate in code reviews and agile ceremonies - collaborate with devops for ci/cd pipelines requirements: skills - strong programming skills in python or java - experience with rest apis and microservices - familiarity with docker and containerisation - version control with git - sql and database design education - bsc in computer science, software engineering or equivalent experience - 1-3 years in a software development role - agile/scrum experience preferred certifications - aws or azure certification is a plus","marcus garcia email: r0466@email.com skills django, sql, ansible, javascript, node.js, model deployment, etl education bsc statistics, city university of london (2021) work experience full stack developer at innovatesoft (2020-2021): applied sql and node.js to deliver projects. certifications tableau desktop specialist","django, sql, ansible, javascript, node.js, model deployment, etl","bsc statistics, city university of london (2021)",full stack developer at innovatesoft (2020-2021): applied sql and node.js to deliver projects.,tableau desktop specialist,Male,Black,0,0.62507945,0.35990286,0.1916127,0.44185004,0.18198669,25.0,0
JOB002,R0371,"job title: software engineer company: innovatesoft about the role: we are looking for a talented software engineer to build scalable backend systems and contribute to our microservices architecture. responsibilities: - design and implement restful apis - write clean, testable code with good documentation - participate in code reviews and agile ceremonies - collaborate with devops for ci/cd pipelines requirements: skills - strong programming skills in python or java - experience with rest apis and microservices - familiarity with docker and containerisation - version control with git - sql and database design education - bsc in computer science, software engineering or equivalent experience - 1-3 years in a software development role - agile/scrum experience preferred certifications - aws or azure certification is a plus","sophia harris email: r0371@email.com skills java, mongodb, sql, javascript, node.js, docker, elasticsearch, rest apis, git, etl, pandas education bsc cybersecurity, coventry university (2015) work experience systems analyst at innovatesoft (2019-2022): applied java and mongodb to deliver projects. certifications comptia security+, certified ethical hacker, aws certified developer","java, mongodb, sql, javascript, node.js, docker, elasticsearch, rest apis, git, etl, pandas","bsc cybersecurity, coventry university (2015)",systems analyst at innovatesoft (2019-2022): applied java and mongodb to deliver projects.,"comptia security+, certified ethical hacker, aws certified developer",Female,White,1,0.62097263,0.36184257,0.29815465,0.31803843,0.48686707,26.0,0
JOB002,R0341,"job title: software engineer company: innovatesoft about the role: we are looking for a talented software engineer to build scalable backend systems and contribute to our microservices architecture. responsibilities: - design and implement restful apis - write clean, testable code with good documentation - participate in code reviews and agile ceremonies - collaborate with devops for ci/cd pipelines requirements: skills - strong programming skills in python or java - experience with rest apis and microservices - familiarity with docker and containerisation - version control with git - sql and database design education - bsc in computer science, software engineering or equivalent experience - 1-3 years in a software development role - agile/scrum experience preferred certifications - aws or azure certification is a plus","barbara moore email: r0341@email.com skills python, tableau, agile, rest apis, machine learning, git, unit testing, java, microservices, redis education bsc mathematics, university of leeds (2010) work experience systems analyst at techcorp ltd (2022-2023): applied python and python to deliver projects. | devops engineer at starline systems (2019-2020): applied unit testing and tableau to deliver projects. certifications microsoft azure fundamentals, comptia security+","python, tableau, agile, rest apis, machine learning, git, unit testing, java, microservices, redis","bsc mathematics, university of leeds (2010)",systems analyst at techcorp ltd (2022-2023): applied python and python to deliver projects. | devops engineer at starline systems (2019-2020): applied unit testing and tableau to deliver projects.,"microsoft azure fundamentals, comptia security+",Female,White,1,0.6199346,0.49516058,0.18346195,0.45350456,0.29103518,27.0,0
JOB002,R1311,"job title: software engineer company: innovatesoft about the role: we are looking for a talented software engineer to build scalable backend systems and contribute to our microservices architecture. responsibilities: - design and implement restful apis - write clean, testable code with good documentation - participate in code reviews and agile ceremonies - collaborate with devops for ci/cd pipelines requirements: skills - strong programming skills in python or java - experience with rest apis and microservices - familiarity with docker and containerisation - version control with git - sql and database design education - bsc in computer science, software engineering or equivalent experience - 1-3 years in a software development role - agile/scrum experience preferred certifications - aws or azure certification is a plus","kwame taylor email: r1311@email.com skills python, git, javascript, docker, big data, rest apis, java, fastapi, etl education beng information technology, northumbria university (2023) work experience machine learning engineer at prismdata ltd (2019-2020): applied git and python to deliver projects. certifications google cloud professional, pmp project management","python, git, javascript, docker, big data, rest apis, java, fastapi, etl","beng information technology, northumbria university (2023)",machine learning engineer at prismdata ltd (2019-2020): applied git and python to deliver projects.,"google cloud professional, pmp project management",Male,White,1,0.6197803,0.39955857,0.2476418,0.40360373,0.26610845,28.0,0
JOB002,R1114,"job title: software engineer company: innovatesoft about the role: we are looking for a talented software engineer to build scalable backend systems and contribute to our microservices architecture. responsibilities: - design and implement restful apis - write clean, testable code with good documentation - participate in code reviews and agile ceremonies - collaborate with devops for ci/cd pipelines requirements: skills - strong programming skills in python or java - experience with rest apis and microservices - familiarity with docker and containerisation - version control with git - sql and database design education - bsc in computer science, software engineering or equivalent experience - 1-3 years in a software development role - agile/scrum experience preferred certifications - aws or azure certification is a plus","joseph lopez email: r1114@email.com skills numpy, big data, pandas, redshift, sql, rest apis, github actions education bsc cybersecurity, university of leeds (2019) work experience software engineer at betaworks (2019-2020): applied sql and sql to deliver projects. | systems analyst at quantum analytics (2019-2022): applied numpy and redshift to deliver projects. certifications oracle certified java programmer, aws certified developer","numpy, big data, pandas, redshift, sql, rest apis, github actions","bsc cybersecurity, university of leeds (2019)",software engineer at betaworks (2019-2020): applied sql and sql to deliver projects. | systems analyst at quantum analytics (2019-2022): applied numpy and redshift to deliver projects.,"oracle certified java programmer, aws certified developer",Male,White,0,0.61714435,0.2464251,0.2921043,0.444826,0.5653664,29.0,0
JOB002,R1682,"job title: software engineer company: innovatesoft about the role: we are looking for a talented software engineer to build scalable backend systems and contribute to our microservices architecture. responsibilities: - design and implement restful apis - write clean, testable code with good documentation - participate in code reviews and agile ceremonies - collaborate with devops for ci/cd pipelines requirements: skills - strong programming skills in python or java - experience with rest apis and microservices - familiarity with docker and containerisation - version control with git - sql and database design education - bsc in computer science, software engineering or equivalent experience - 1-3 years in a software development role - agile/scrum experience preferred certifications - aws or azure certification is a plus","linda garcia email: r1682@email.com skills django, pandas, sql, node.js, tableau, elasticsearch, unit testing education bsc data science, university of edinburgh (2010) work experience devops engineer at quantum analytics (2019-2021): applied sql and elasticsearch to deliver projects. certifications none","django, pandas, sql, node.js, tableau, elasticsearch, unit testing","bsc data science, university of edinburgh (2010)",devops engineer at quantum analytics (2019-2021): applied sql and elasticsearch to deliver projects.,,Female,White,0,0.61581254,0.30530506,0.20496012,0.47712204,0.09849911,30.0,0
